ID,Index,cv,mode,nbr,ndsi,ndvi,rcvmax
1_95_2303,0,8662010.75,82,-0.14538863,-0.13375953,0.08697141,0.823799976
1_95_2304,0,8522308.75,82,-0.14664067,-0.12709866,0.082266286,0.802356516
1_95_2305,0,7924641.75,82,-0.14298692,-0.126295,0.0834569,0.772754545
1_95_2306,0,7444692,82,-0.13466524,-0.119963385,0.0819373,0.742273568
1_95_2307,0,6322459.25,82,-0.11678025,-0.10118602,0.07476438,0.644756672
1_95_2308,0,5748170.5,82,-0.101636685,-0.09120901,0.076274075,0.597846833
1_95_2309,0,4837117.75,82,-0.08257389,-0.08823314,0.07736403,0.544515752
1_95_2310,0,4524494,82,-0.0752816,-0.087039456,0.08142294,0.525133507
1_95_2311,0,4619748.75,82,-0.073365256,-0.091353245,0.08115471,0.538252805
1_95_2312,0,572151,82,0.04030411,-0.022450535,0.1573762,0.134355097
1_95_2313,0,870928.75,82,0.14794989,0.00703957,0.2475088,0.17111746
1_95_2314,0,896497,82,0.17370048,0.0422619,0.22984867,0.13425915
1_95_2315,0,593242.5,82,0.12146359,0.04498738,0.17568147,0.083972684
1_95_2316,0,1188292.5,82,0.010336706,-0.024302974,0.14299169,0.210670144
1_95_2317,0,1909853.75,82,-0.04297658,-0.0612846,0.12669756,0.318316977
1_95_2318,0,4341001,82,-0.12895161,-0.08752234,0.07606799,0.515965013
1_95_2319,0,5114084,82,-0.16403481,-0.098808944,0.043116983,0.569384799
1_95_2320,0,4741349.75,82,-0.1519059,-0.088302925,0.043964203,0.544735129
